"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"322","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","gran modelo","jose castaneda","por un tiempo estuve buscando este modelo y pude encontrarlo a un precio razonable con el vendedor todo vino en buen estado e incluso se agreg un pequeo agradecimiento por parte del vendedor el producto estaba sellado y no se vea ninguna pieza faltante",2022-08-02,5,"verified purchase"
"323","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","molto molto bello","adrin campos trevio","bellissimo da montare istruzioni a immagini abbastanza chiare ottimo passatempo un infinita di pose e pezzi per questo modellinounica cosa tredici centimetri  un po piccolino ma  molto dettagliato comunque",2021-05-29,5,"verified purchase"
"324","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","perfect gift","adrin campos trevio","perfect gift for my friend he was well happy with it if you built others of these you know what to expect from them happy with this",2019-09-15,5,"verified purchase"
"325","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","un kit hermoso con mucho detalle","yuri garelli","un kit ultra detallado lleno de pequeas partes moviles piezas y muy completo viene con una ampoia cariedad de manos esttica y un par de manos oponibles los decals pueden llegar a ser muy pequeos pero con paciencia queda un resultado bastante llamativo",2019-04-18,5,"verified purchase"
"326","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","fa la sua figura in vetrina","yuri garelli","un po come tutta la serie rg questo modello  particolarmente dettagliato e la separazione dei colori  pi che soddisfacente personalmente non ho trovato nessuna loose part per cui definirei il kit non solo bello da vedere ma anche solidissimo  consiglio di comprare assieme al modello uno stand per rg in modo da poterlo mettere nelle pose pi iconiche",2020-09-18,5,"verified purchase"
"327","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","bonne figurine","koi","figurine gundam  rg de qualit bien ralise mais au vu du prix jaurai imagin un objet plus grand il ne fait que  cm cest vraiment petit",2018-01-14,5,"verified purchase"
"328","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","excelente","daniel","entrega rpida y el producto cumple completamente con las espectativas",2023-05-29,5,"verified purchase"
"329","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","nothing","ilu","expensive",2021-03-31,5,"verified purchase"
"330","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","todo perfecto","bossobasso","el producto me ha llegado bien y rapido no tiene ningun desperfecto ni ningun error de fabrica es una buena compra",2016-11-07,5,"verified purchase"
"331","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","arrives  weeks after purchase","amazon customer","arrives  weeks after purchase great gundam i dont know if beginners should build this gundam overall pretty good gundam",2018-12-30,4,"verified purchase"
"332","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","ahora empieza lo interesante hora de armar","marcos","los productos llegaron en buen estado y en un tiempo oportuno me los he dado como regalo de cumpleaos solo queda sentarme un fin de semana agarrar el kit y comenzar a armar ambos gundams",2023-12-07,5,"verified purchase"
"333","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","excelente","jose a","bien empaquetado y a tiempo excelente compra",2020-07-10,5,"verified purchase"
"334","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","no era el producto descrito lo devolv","elena fernndez","hay que armar el mueco con miles de piezas que vienen en la caja en ninguna parte de la descripcin dice que viene desarmado son piezas plsticas muy pequeas o sea que el mueco no quedara del mismo material del que vienen armado",2015-10-09,5,"verified purchase"
"335","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","excellent quality nice difficulty to build","solreaper","arrived earlier than expected excellent quality nice difficulty to build very fun also",2018-01-18,3,"verified purchase"
"336","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit",NA,"amazon ",NA,2023-03-19,5,"verified purchase"
"337","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","bellissimo","amazon ","ottimo rapporto qualit prezzo",2021-06-16,5,"verified purchase"
"338","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","great addition to the rg line","roberto","the rg series keeps getting better this kit is insanely detailed on par with master grades but in  scale once you add all the decals and do some work with a lining pen it will really pop the total build time depends on your experience for me it was about  hours including lining and decals obviously you can take this a step further with painting detailing etc its extremely poseable to the extent that posing it can be sort of tricky looking at you quadruplejointed knees the inner frame is great and on top of that you have panels sliding past each other giving the feeling of a real complex machinei was concerned about the bulky wings not staying in place but it seems theyve hit the sweet spot between easily movable and staying in place for accessories you get  sets of hands fist open trigger and poseable the two big guns that can combine together and a pair of beam sabers you also get the teenytiny pilot figurine and an adapter to mount it on a peg baseoverall i think this was a great kit to put together and it looks awesome on display definitely worth buying",2015-02-06,5,"verified purchase"
"339","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","good choice","gabe","the best one for beginners",2021-12-07,5,"verified purchase"
"340","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","une pice tait cass a lintrieur du paquet ce qui rend la construction impossible","gabe",NA,2022-06-21,5,"verified purchase"
"341","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","brought back childhood memories","brylle burcelango","this wing gundam zero was the first one i have ever built when i was  seeing an rg version brings all the good memories as this was the first ever toy my mom could afford back then and she saved up to get me one now that i am a young adult this will be a great throw back when times were tough",2018-08-25,4,"verified purchase"
"342","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","pice casse","leman m","lors du montage nous avons constat que des pices t casses dception de mon fils",2020-09-02,5,"verified purchase"
"343","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","my son loves it","amazon customer","great quality  son loves it we have since ordered several",2023-07-24,1,"verified purchase"
"344","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","flimbsy and finicky","amazon customer","it stands from the bass to the top of extended wings cm high the parts are delicate and very finicky the stubs of the connection points to there respective racks are to small to properly get rid of without risking the model part itself i advise that only those who have unlimited patience and a insane trust in their grip risk the wing zero  type model i broke off one of the wing feathers just building the damn thing",2021-11-02,5,"verified purchase"
"345","bandai 1/144 rg xxxg-00w0 wing gundam zero ew model kit","prodotto che mi ha sconvolto ","fabio","erano molti anni che non compravo pi mobile suitequesto lho preso per mio figlio e nel montarlo sono rimasto letteralmente sconvolto dal livello di dettaglio per non parlare degli snodi delle giunzioni ditamano unica pecca il tallone nella parte esterna necessitava di una punta di colla considerando che si monta senza usare collanti ma solo a pressione  un mirabile prodotto paragonabile a pura arte costruttivabravo bravo",2017-07-27,3,"verified purchase"
